Project Name,Ecological Site ID,Plot ID,Plot Key,Latitude_NAD83,Longitude_NAD83,Date Established,Date Visited,Bare Soil Pct,Foliar Cover Pct,Gap Cover 25 to 50 Pct,Gap Cover 51 to 100 Pct,Gap Cover 101 to 200 Pct,Gap Cover 200 Plus Pct,Gap Cover 25 Plus Pct,Sagebrush Cover Pct Any Hit,Average Woody Height cm,Average Herbaceous Height cm,Average NonSagebrush Shrub Height cm,Soil Stability All,Soil Stability Protected,Soil Stability Unprotected,Noxious Perennial Forb Cover Pct Any Hit,Noxious Annual Forb Cover Pct Any Hit,Noxious Perennial Grass Cover Pct Any Hit,Noxious Annual Grass Cover Pct Any Hit,Noxious Annual Forb Grass Cover Pct Any Hit,Noxious Perennial Forb Grass Cover Pct Any Hit,Noxious Succulent Cover Pct Any Hit,Noxious Shrub Cover Pct Any Hit,Noxious SubShrub Cover Pct Any Hit,Noxious Tree Cover Pct Any Hit,Number Noxious Plant Species,NonNoxious Perennial Forb Cover Pct Any Hit,NonNoxious Annual Forb Cover Pct Any Hit,NonNoxious Perennial Grass Cover Pct Any Hit,NonNoxious Annual Grass Cover Pct Any Hit,NonNoxious Annual Forb Grass Cover Pct Any Hit,NonNoxious Perennial Forb Grass Cover Pct Any Hit,NonNoxious Succulent Cover Pct Any Hit,NonNoxious Shrub Cover Pct Any Hit,NonNoxious SubShrub Cover Pct Any Hit,NonNoxious Tree Cover Pct Any Hit,Average NonNoxious Perennial Grass Height cm,Average Noxious Perennial Grass Height cm,DateLoadedInDb,Primary Key,Number NonNoxious Plant Species,Average Perennial Grass Height cm,Noxious Perennial Grass Cover Pct First Hit,Noxious Shrub Cover Pct First Hit,Total Litter Cover Pct First Hit,Noxious SubShrub Cover Pct First Hit,Noxious Succulent Cover Pct First Hit,Noxious Tree Cover Pct First Hit,Vagrant Lichen Cover Pct First Hit,Embedded Litter Cover Pct First Hit,Rock Cover Pct First Hit,Woody Litter Cover Pct First Hit,NonNoxious Annual Grass Cover Pct First Hit,NonNoxious Tree Cover Pct First Hit,Cyanobacteria Cover Pct First Hit,NonNoxious SubShrub Cover Pct First Hit,Water Cover Pct First Hit,Herbaceous Litter Cover Pct First Hit,NonNoxious Perennial Forb Cover Pct First Hit,Deposited Soil Cover Pct First Hit,NonNoxious Perennial Grass Cover Pct First Hit,Noxious Annual Forb Cover Pct First Hit,NonNoxious Annual Forb Cover Pct First Hit,Lichen Cover Pct First Hit,NonNoxious Shrub Cover Pct First Hit,Sagebrush Cover Pct First Hit,Noxious Perennial Forb Cover Pct First Hit,Noxious Annual Grass Cover Pct First Hit,NonNoxious Succulent Cover Pct First Hit,RH Rills,RH Water Flow Patterns,RH Bare Ground,RH Gullies,RH Wind Scoured Areas,RH Litter Movement,RH Soil Surface Resistance Erosion,RH Soil Surface Loss Degradation,RH Compaction,RH Functional Structure Group,RH Dead Dying Plant Parts,RH Litter Amount,RH Annual Production,RH Invasive Plants,RH Reproductive Capability Perennial,RH Comments Soil Site Stability,RH Comments Hydrologic Function,RH Comments Biotic Integrity,NonNoxious Plant Cover Pct Any Hit,Ecological Site Name,County,State,Sagebrush Cover Live Pct Any Hit,Average Sagebrush Live Height cm,Average Sagebrush Height cm,Sagebrush Shape Live Columnar Count,Sagebrush Shape Live Spread Count,Sagebrush Shape All Column Count,Sagebrush Shape All Spread Count,Sagebrush Shape Live Predominant,Sagebrush Shape All Predominant,Perennial Grass Cover Pct Any Hit,Perennial Forb Cover Pct Any Hit,AH_PerenForbGrassCover,Average Perennial Grass Forb Height cm,Average Perennial Forb Height cm,Shrub Cover Pct Any Hit,NonSagebrush Shrub Cover Pct Any Hit,Preferred Forb Species,Preferred Forb Cover Pct Any Hit,Number Preferred Forb Species,Annual Grass Cover Pct Any Hit,Grass Cover Pct Any Hit,Forb Cover Pct Any Hit,Tall Perennial Grass Cover Pct Any Hit,Short Perennial Grass Cover Pct Any Hit,Tall Perennial Grass Species,Short Perennial Grass Species,Average Tall Perennial Grass Height cm,Average Short Perennial Grass Height cm,Average Grass Height cm,Average Forb Height cm,Sagebrush Species,Noxious Cover Pct Any Hit,Noxious Species,Moss Cover Pct First Hit,Duff Cover Pct First Hit,DBKey,RH Pedestals Terracettes,RH Plant Community Composition,RH Biotic Integrity,RH Hydrologic Function,RH Soil Site Stability,AH_WoodyLitterCover,AH_HerbLitterCover,AH_TotalLitterCover,Purpose,PurposeFlag,Design,DesignFlag,Hgt_Shrub_Avg,x,y
New Mexico RGdNNM 2015,R036XB007NM,Loamy Winterfat 092,1.51E+15,36.95924619,-106.0500999,9/1/2015,9/1/2015,9.33333333,45.33333333,12.58666667,15.22666667,14.8,8.97333333,51.58666667,0,26.57142857,33.82758621,35,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,1,6,0.66666667,36.66666667,0,0.66666667,41.33333333,3.33333333,2,1.33333333,0,34.62962963,,9/1/2015,15091009474219602015-09-01,31,34.62962963,0,0,7.33333333,0,0,0,0,0,38,2,0,0,0,0,0,5.33333333,4,0,36,0,0.66666667,0,2,0,0,0,2.66666667,NS,NS,NS,NS,NS,SM,NS,NS,NS,SM,NS,NS,NS,SM,NS,,,,45.33333333,,Rio Arriba,NM,0,,,,,,,,,36.66666667,6,41.33333333,34.62962963,,2,2,,0,0,0,36.66666667,6.66666667,1.33333333,33.33333333,ELEL5,BOGR2; MUTO2,25,32.30434783,34.62962963,23,ARFR4,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,NS,NS,NS,NS,2.66666667,20.66666667,22,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,35,-11805444.24,4433428.583
New Mexico RGdNNM 2015,R036XB006NM,Loamy 059,1.51E+15,36.37968659,-105.7358046,9/1/2015,9/1/2015,42.66666667,45.33333333,9.6,20.68,15.01333333,3.05333333,48.34666667,36,41.81481481,17.85,,4.83333333,4.85714286,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0.66666667,7.33333333,0,0.66666667,7.33333333,1.33333333,36,9.33333333,0,17.94736842,,9/1/2015,15091010073767232015-09-01,10,17.94736842,0,0,10,0,0,0,0,0,1.33333333,3.33333333,0,0,0,5.33333333,0,6.66666667,0,0,2.66666667,0,0.66666667,0,35.33333333,35.33333333,0,0,1.33333333,NS,ME,ME,NS,SM,NS,SM,SM,NS,M,SM,SM,,NS,NS,"site is vulnerable to erosion based on ratings 2, 3, and 4.","site is vulnerable to rain fall impact and runoff based on rating 2, 3, 4.",Functional/structural groups off.,45.33333333,,Taos,NM,26,47.95454545,47.95454545,,,,,,,7.33333333,0,7.33333333,17.94736842,,36,0,,0,0,0,7.33333333,0.66666667,1.33333333,4,PLJA; ELEL5,BOGR2,17.83333333,13,17.94736842,16,ARTRW8,0,,0.66666667,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,ME,ME,SM,M,M,4,34,36.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,47.95454545,-11770457.03,4352993.034
New Mexico RGdNNM 2015,R036XA004NM,No Agua 02,1.51E+15,36.72303572,-105.9504684,6/16/2015,6/16/2015,16,62,15.88,12.02666667,9.34666667,0,37.25333333,2.66666667,22.70588235,25.03333333,15.2,3.83333333,4.4,3.125,0,0,0,0,0,0,0,0,0,0,1,0.66666667,0.66666667,55.33333333,0,0.66666667,56,0,1.33333333,7.33333333,1.33333333,25.03333333,,9/1/2015,15061713162889312015-09-01,61,25.03333333,0,0,14.66666667,0,0,0,0,0,7.33333333,0,0,1.33333333,0,5.33333333,0,14.66666667,0.66666667,0,53.33333333,0,0,0,1.33333333,1.33333333,0,0,0,NS,NS,NS,NS,NS,NS,NS,NS,NS,SM,NS,SM,NS,NS,NS,,,,62,,Taos,NM,2.66666667,13,13,,,,,,,55.33333333,0.66666667,56,25.03333333,,1.33333333,1.33333333,,0,0,0,55.33333333,1.33333333,6.66666667,18,ELEL5; HECO26; ACHY; AGCR,BOGR2; MUTO2,27.33333333,20,25.03333333,,ARFR4; ARTRW8; ARTR2,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,SM,NS,NS,NS,NS,1.33333333,38,39.33333333,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,15.2,-11794353.31,4400572.354
New Mexico RGdNNM 2015,R036XA004NM,Cerro del Aire 08,1.51E+15,36.73134238,-105.9540768,6/16/2015,6/16/2015,24,46.66666667,14.04,18.02666667,5.62666667,3.25333333,40.94666667,4,21.27272727,24.78571429,15,4.11111111,4.77777778,3.44444444,0,0,0,0,0,0,0,0,0,0,1,0.66666667,0.66666667,30,0,0.66666667,30.66666667,0,2.66666667,14.66666667,3.33333333,24.78571429,,9/1/2015,15061716584758712015-09-01,45,24.78571429,0,0,12.66666667,0,0,0,0.66666667,0,15.33333333,0.66666667,0,3.33333333,0.66666667,13.33333333,0,12,0.66666667,0,26.66666667,0,0.66666667,0,2,3.33333333,0,0,0,NS,NS,SM,NS,NS,SM,NS,NS,NS,M,SM,SM,NS,M,NS,Some pedastalling and higher than expected bare ground.,Lacking in grass diversity to aid in infiltration.,GUSA2 potential invasive. Plant community composition differes from reference - fewer warm season bunchgrasses dominate.,46.66666667,,Taos,NM,3.33333333,15.33333333,15.33333333,,,,,,,30,0.66666667,30.66666667,24.78571429,,2.66666667,2.66666667,,0,0,0,30,1.33333333,1.33333333,26.66666667,ELEL5; HECO26; ACHY; AGCR; KOMA,BOGR2,23.2,25.18181818,24.78571429,,ARFR4; ARTRW8; ARTR2,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,SM,M,M,SM,SM,0.66666667,28.66666667,29.33333333,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,15,-11794754.99,4401726.069
New Mexico RGdNNM 2015,R036XB006NM,Cerrito Negro 02,1.51E+15,36.7225784,-105.84049,6/17/2015,6/17/2015,18,73.33333333,11.29333333,6.01333333,1.52,0,18.82666667,0,11.66666667,29.9,9,3.66666667,4.33333333,3,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,72,0,0,72.66666667,0,0,0.66666667,0,29.9,,9/1/2015,15061814585382622015-09-01,17,29.9,0,0,6.66666667,0,0,0,0,0,2,0.66666667,0,0,0,0.66666667,0,6,0.66666667,0,72,0,0,0,0,0,0,0,0,NS,NS,NS,NS,NS,NS,SM,NS,NS,M,SM,SM,NS,NS,NS,,,Lacking shrubs and diversity of grasses and forbs.,73.33333333,,Taos,NM,0,13,13,,,,,,,72,1.33333333,72.66666667,29.9,,0,0,,0,0,0,72,1.33333333,3.33333333,4,ELEL5,BOGR2; MUTO2,17.66666667,,29.9,,ARTRW8; ARFR4,0,,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,M,SM,NS,NS,4.66666667,26,30.66666667,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,9,-11782110.56,4400508.841
New Mexico RGdNNM 2015, UNKNOWN,Guadalupe (North) 02,1.51E+15,36.780211,-105.670713,6/22/2015,6/22/2015,38.66666667,50,15.32,20.98666667,12.22666667,6.41333333,54.94666667,8,35.83333333,42.13793103,30.5,2.83333333,3,2.66666667,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,41.33333333,0,0,42.66666667,0,10.66666667,0.66666667,0,42.96428571,,9/1/2015,15062310550834682015-09-01,18,42.96428571,0,0,10,0,0,0,0,0,1.33333333,4.66666667,0,0,0,0.66666667,0,5.33333333,1.33333333,0,39.33333333,0,0,0,8.66666667,6,0,0,0,SM,ME,ME,NS,SM,M,M,SM,NS,SM,NS,M,NS,SM,NS,Large amounts of bare ground and poor soil stability makes site vulnerable to impact from rainfall/wind and other natural disturbances.,Large amounts of bare ground and poor soil stability makes site vulnerable to impact from rainfall/wind and other natural disturbances.,,50,,Taos,NM,7.33333333,45.28571429,45.28571429,,,,,,,41.33333333,1.33333333,42.66666667,42.96428571,,10.66666667,2.66666667,,0,0,0,41.33333333,1.33333333,36,5.33333333,AGCR; ELEL5; ACHY,BOGR2,43.30769231,42,42.96428571,19,ARTRW8,0,,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,ME,SM,SM,M,M,6,24,30,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,42,-11763211.07,4408515.981
New Mexico RGdNNM 2015,R036XB006NM,Loamy Winterfat 088,1.51E+15,36.9011853,-106.049949,8/19/2015,8/19/2015,30.66666667,49.33333333,12.30666667,25.85333333,12.14666667,6.54666667,56.85333333,0,27.86956522,26.23333333,40.42857143,3.33333333,3.875,2.9,0,7.33333333,0,0,7.33333333,0,0,0,0,0,1,0,0.66666667,26.66666667,0,0.66666667,26.66666667,0,8.66666667,11.33333333,0,26.45,,9/1/2015,15082416232337272015-09-01,23,26.45,0,0,8,0,0,0,0,0,12,0,0,0,0,10,0,8,0,0,24,6,0.66666667,0,8.66666667,0,0,0,0,NS,M,SM,NS,NS,NS,SM,M,NS,ME,SM,NS,NS,SM,M,Large amounts of water runoff/soil loss.,Lacking correct plant F/S groups to improve infiltration.,Lacking diverse plant community. Key group memeebrs missing. Overall plants do not look vigorous.,44.66666667,,Rio Arriba,NM,0,,,,,,,,,26.66666667,0,26.66666667,26.45,,8.66666667,8.66666667,,0,0,0,26.66666667,8,0,0,ACHY; ELEL5,,,,26.45,25.8,ARFR4; ARTR2,7.33333333,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,ME,ME,M,M,SM,0.66666667,22,22.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,40.42857143,-11805427.44,4425343.056
New Mexico RGdNNM 2015,R036XB007NM,Stony Loam 229,1.51E+15,36.909133,-105.977404,8/18/2015,8/18/2015,37.33333333,39.33333333,19.33333333,23.82666667,6.74666667,2.78666667,52.69333333,8,19.62068966,15.26666667,17,2,5.66666667,1.26666667,0,0,0,0,0,0,0,0,0,0,2,0.66666667,0.66666667,5.33333333,0,0.66666667,6,0,27.33333333,9.33333333,0,15.81818182,,9/1/2015,15082416235924092015-09-01,20,15.81818182,0,0,8,0,0,0,0,0,15.33333333,3.33333333,0,0,0,8.66666667,0,4.66666667,0,0,4,0,0.66666667,0,26,7.33333333,0,0,0,NS,SM,M,NS,NS,NS,SM,SM,NS,ME,NS,SM,NS,SM,SM,"Amount of bare ground is of concern, and proximity to drainage makes plot more susceptible to soil instability.",Hydrologic function will be compromised due to imbalance in plants related to infilatration and runoff.,"Plant community is departed from reference, and reproductive capability not ideal.",39.33333333,,Taos,NM,8,24.08333333,24.08333333,,,,,,,5.33333333,0.66666667,6,14.07692308,4.5,27.33333333,27.33333333,,0,0,0,5.33333333,1.33333333,2,0,ELEL5; ACHY,MUTO2,13.875,,15.81818182,13.75,ARFR4,0,SATR12; XASP2,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,M,SM,SM,SM,SM,3.33333333,24.66666667,27.33333333,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,17,-11797351.77,4426449.485
New Mexico RGdNNM 2015,R036XA004NM,Bike Event 1.2,1.51E+15,36.349694,-105.712712,10/13/2015,10/13/2015,17.33333333,46.66666667,13.52,16.50666667,15.34666667,2.93333333,48.30666667,4,23.66666667,40.44827586,,4.38888889,5.33333333,3.44444444,0,1.33333333,0,0,1.33333333,0,0,0,0,0,5,4.66666667,0,20.66666667,6,6,25.33333333,0.66666667,3.33333333,18,0,44.41666667,,9/1/2015,15101411384817892015-09-01,37,44.41666667,0,0,20,0,0,0,0,0,16,2.66666667,5.33333333,0,0,15.33333333,0,17.33333333,4,0,17.33333333,0.66666667,0,0,3.33333333,3.33333333,0,0,0.66666667,SM,SM,NS,NS,NS,M,NS,NS,M,M,NS,SM,NS,SM,NS,Widespread compaction layer possibly increases runoff and prevents root formation/decreases infiltration.  Slighty high occurance of woody litter movement.,,Several functional/structural groups misisng.  Several invasive species with potential to increase/dominate.,46.66666667,,Taos,NM,4,29.5,29.5,,,,,,,20.66666667,4.66666667,25.33333333,43.64,25,3.33333333,0.66666667,,0,0,6,26.66666667,6,19.33333333,7.33333333,HECO26; PLJA; ELEL5; ACHY; BOCU,BOGR2; ARPU9,48.0952381,19.71428571,41,25,ARTR2; ARFR4; ARTRW8,1.33333333,SATR12; XASP2; SIAL2; VETH; BRTE,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,NS,SM,NS,SM,2.66666667,43.33333333,46,Recreation,Impact Mitigation,Targeted,Targeted Impact Sites,34.5,-11767886.37,4348846.841
New Mexico RGdNNM 2015,R036XB006NM,Guadalupe (East) 02,1.51E+15,36.75960903,-105.6572501,6/9/2015,6/9/2015,26,59.33333333,16.70666667,6.65333333,0,0,23.36,1.33333333,12.5,26.03333333,,2.88888889,4.71428571,1.72727273,0,0,0,0,0,0,0,0,0,0,1,0,6.66666667,53.33333333,0,6.66666667,53.33333333,0,1.33333333,0.66666667,0,26.12,,9/1/2015,15061009425917422015-09-01,34,26.12,0,0,13.33333333,0,0,0,0,0,1.33333333,5.33333333,0,0,0,0.66666667,0,8,0,0,51.33333333,0,6,0,1.33333333,1.33333333,0,0,0,NS,NS,NS,NS,NS,SM,SM,NS,NS,SM,NS,SM,NS,SM,NS,,,Higher than expected annuals forbs and reduced grass diversity.,59.33333333,,Taos,NM,1.33333333,,,,,,,,,53.33333333,0,53.33333333,26.12,,1.33333333,0,,0,0,0,53.33333333,6.66666667,2.66666667,24.66666667,ELEL5; ACHY,BOGR2; MUTO2,,,26.12,25.6,ARTRW8; ARFR4,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,SM,SM,SM,NS,NS,8,32,38.66666667,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,,-11761712.39,4405652.973
New Mexico RGdNNM 2015,R036XB018NM,Stony Loam 228,1.51E+15,36.880269,-105.891858,8/17/2015,8/17/2015,22,55.33333333,17.04,19.69333333,6.76,5.2,48.69333333,0.66666667,21.27272727,22.51724138,21.27272727,4.11111111,5.25,3.2,0,0,0,0,0,0,0,0,0,0,1,0,0,48.66666667,0,0,48.66666667,0,10,1.33333333,0,22.51724138,,9/1/2015,15082414103253362015-09-01,22,22.51724138,0,0,10.66666667,0,0,0,0,0,12,1.33333333,0,0,0,1.33333333,0,9.33333333,0,0,45.33333333,0,0,0,8.66666667,0.66666667,0,0,0,NS,SM,SM,NS,NS,NS,NS,NS,NS,SM,NS,SM,NS,NS,NS,,,,55.33333333,,Taos,NM,0.66666667,,,,,,,,,48.66666667,0,48.66666667,22.51724138,,10,10,,0,0,0,48.66666667,0,13.33333333,7.33333333,ELEL5; ACHY; SPCR,BOGR2; MUTO2,19.71428571,18.5,22.51724138,,ARFR4,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,NS,NS,NS,NS,4,34,38,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,21.27272727,-11787828.83,4422431.773
New Mexico RGdNNM 2015,R036XB006NM,Loamy Winterfat 093,1.51E+15,36.907493,-105.890945,8/17/2015,8/17/2015,37.33333333,33.33333333,14.61333333,28.45333333,15.10666667,0,58.17333333,0,17.62068966,18.58333333,17.62068966,2.94444444,4.85714286,1.72727273,0,0,0,0,0,0,0,0,0,0,1,0,0.66666667,20,0,0.66666667,20,0,15.33333333,0,0,18.60869565,,9/1/2015,15082415172079002015-09-01,15,18.60869565,0,0,19.33333333,0,0,0,0,0.66666667,10,1.33333333,0,0,0,0,0,17.33333333,0,0,18,0,0.66666667,0,14.66666667,0,0,0,0,NS,NS,SM,NS,SM,SM,SM,SM,NS,SM,NS,SM,NS,NS,NS,"Pedastals common with roots exposed, bare ground slightly too high, soil loss from wind and water evident.",Fewer cool season rhizomatous gradses present to aid in infiltration. Large amounts of bare ground/low soil stability values make site vulnerable to rainfall impact and runoff.,"Lacking diversity of grasses, soil has platy structure, large amounts of litter.",33.33333333,,Taos,NM,0,,,,,,,,,20,0,20,18.60869565,,15.33333333,15.33333333,,0,0,0,20,0.66666667,10.66666667,0,ACHY; ELEL5,MUTO2,17.83333333,,18.60869565,18,ARFR4,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,M,SM,SM,SM,SM,2,38,40.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,17.62068966,-11787727.19,4426221.166
New Mexico RGdNNM 2015,R048AY005NM,Rock Outcrop 191,1.51E+15,36.75371853,-105.68854,7/14/2015,7/14/2015,2,71.33333333,3.61333333,11.02666667,10.32,9.6,34.56,0,264.8,13.09090909,70.33333333,5.72222222,5.64285714,6,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,8.66666667,0,0,9.33333333,0.66666667,2.66666667,0,64.66666667,17.33333333,,9/1/2015,15071517071264802015-09-01,38,17.33333333,0,0,14.66666667,0,0,0,0.66666667,0,11.33333333,2.66666667,0,64.66666667,0,0,0,12,0.66666667,0,4,0,0,0,2,0,0,0,0,NS,NS,NS,NS,NS,NS,NS,NS,NS,M,NS,M,NS,M,NS,,,PJ is common on site causing very large amounts of liiter,71.33333333,,Taos,NM,0,,,,,,,,,8.66666667,0.66666667,9.33333333,15.57142857,5,2.66666667,2.66666667,,0,0,0,8.66666667,0.66666667,3.33333333,5.33333333,ACHY; ELEL5; HECO26; KOMA; BOCU,BOGR2,17,17.44444444,17.33333333,8,ARTRW8,0,,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,NS,SM,NS,NS,11.33333333,70.66666667,72.66666667,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,70.33333333,-11765195.56,4404834.524
New Mexico RGdNNM 2015,R051XA001NM,Gravelly 025,1.51E+15,36.98979288,-105.6886103,8/25/2015,8/25/2015,22,43.33333333,12.14666667,21.46666667,29.32,6.96,69.89333333,4,29,61.24137931,,1.83333333,3.2,1.30769231,0,0,0,0,0,0,0,0,0,0,1,0,0.66666667,38,0,0.66666667,38,0,4,4,0,61.24137931,,9/1/2015,15090310085114122015-09-01,12,61.24137931,0,0,13.33333333,0,0,0,0,0,21.33333333,0,0,0,0,2.66666667,0,13.33333333,0,0,37.33333333,0,0,0,3.33333333,3.33333333,0,0,0,SM,M,NS,NS,NS,M,M,SM,SM,ME,NS,SM,NS,NS,NS,"Presence of compaction layer, affect of rainfall impact, water flow patterns, active terracetting, and rill formation indicate reduced stability.","Reduced infiltration, reduced soil surface stability, active pedestaling and terracetting, and water flow pattern presence indicates reduced hydrologic function.",Functional/groups drastically departed from reference. Plot lacks diversity in all functional/structural groups.,43.33333333,,Taos,NM,3.33333333,78,78,,,,,,,38,0,38,61.24137931,,4,0,,0,0,0,38,0.66666667,20,0,PSJU3,,91.64285714,,61.24137931,,ARTR2,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,M,M,M,M,M,2,38,39.33333333,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,78,-11765203.4,4437684.976
New Mexico RGdNNM 2015, UNKNOWN,Loamy Winterfat 089,1.51E+15,36.97921989,-105.7274818,8/25/2015,8/25/2015,21.33333333,45.33333333,8.62666667,19.44,25.74666667,3.05333333,56.86666667,26,21.55555556,26.57894737,21.81818182,3.55555556,4.25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,10.66666667,1.33333333,1.33333333,10.66666667,0,31.33333333,5.33333333,0,26.76470588,,9/1/2015,15090810294868782015-09-01,26,26.76470588,0,0,8,0,0,0,0,0,25.33333333,0.66666667,1.33333333,0,0,4,0,7.33333333,0,0,10.66666667,0,0,0,29.33333333,22,0,0,0,,,,,,,,,,,,,,,,,,,45.33333333,,Taos,NM,19.33333333,20.92307692,20.92307692,,,,,,,10.66666667,0,10.66666667,27.22222222,35,31.33333333,9.33333333,,0,0,1.33333333,12,0,6.66666667,5.33333333,ACHY; ELEL5,BOGR2; ARPU9; MUTO2,32.8,18.66666667,26.11111111,35,ARNO4; ARFR4,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,,,,,,0.66666667,24.66666667,25.33333333,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,21.40909091,-11769530.55,4436211.537
New Mexico RGdNNM 2015,R036XB006NM,Loamy 062,1.51E+15,36.97232506,-105.8121975,8/31/2015,8/31/2015,10,62.66666667,14.26666667,18.78666667,7.50666667,0,40.56,0,30.14285714,33.96666667,31,3.5,3.81818182,3,0,0,0,0,0,0,0,0,0,0,1,6.66666667,0,51.33333333,0.66666667,0.66666667,54.66666667,0,8,6.66666667,0,34.27777778,,9/1/2015,15091009040772212015-09-01,15,34.27777778,0,0,17.33333333,0,0,0,0,0,10,3.33333333,0.66666667,0,0,6,0,14,6,0,44.66666667,0,0,0,5.33333333,0,0,0,0,NS,NS,NS,NS,NS,NS,NS,NS,NS,M,NS,M,NS,NS,NS,,,Functional/structural groups departed from reference.,62.66666667,,Taos,NM,0,,,,,,,,,51.33333333,6.66666667,54.66666667,34.03448276,33.63636364,8,8,,0,0,0.66666667,51.33333333,6.66666667,0,33.33333333,ELEL5,BOGR2; MUTO2; ARPU9,21,31,34.27777778,33.5,ARFR4,0,SATR12,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,NS,SM,NS,NS,9.33333333,44,48,Planning,Land Use Plan Effectiveness,Random,Revisit Base Plot,31,-11778961.06,4435250.791
New Mexico RGdNNM 2015,R048AY005NM,Montoso East 01,1.51E+15,36.67014855,-105.739171,9/30/2015,9/30/2015,4,56,7.37333333,8.69333333,5.68,38.26666667,60.01333333,0,319.1,37.04545455,,5.05555556,5.66666667,4.44444444,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,30,0,0,30.66666667,0.66666667,0,0,31.33333333,36.73684211,,9/1/2015,15100610311592992015-09-01,29,36.73684211,0,0,38,0,0,0,0,0,2,25.33333333,0,31.33333333,0,0,0,12.66666667,0.66666667,0,24,0,0,0,0,0,0,0,0,NS,NS,SM,NS,NS,M,NS,NS,SM,M,SM,ME,NS,M,NS,,Rating for litter amount bumps Hydrologic function rating up to slight to moderate.,Dominance of PJ.  Extremely high amount of litter compared to reference.,56,,Taos,NM,0,,,,,,,,,30,1.33333333,30.66666667,36.9047619,38.5,0,0,,0,0,0,30,1.33333333,7.33333333,24,ACHY; ELEL5; PLJA; KOMA,BOGR2,30.77777778,42.1,36.73684211,39,ARTR2,0,,0,0,NM_TaosFO_LUP_2015_5-3b_01.mdb,NS,SM,M,SM,NS,36,73.33333333,80.66666667,Fuels,Treatment Effectiveness,Targeted,Randomly located but targeted sampling date,,-11770831.78,4393229.761
